  Wed 08-APR-2020 15:55 Workspace: directbeam_new_hist
 
  233    0    0    0    1  233    0
         0         0         0         0
 3 (F12.5,2E16.6)
     0.94100    3.603073e-01    5.307027e-03
     1.02300    3.689928e-01    4.441570e-03
     1.10500    3.225378e-01    6.580244e-03
     1.18700    2.785694e-01    1.398274e-02
     1.26900    2.548379e-01    1.313032e-02
     1.35100    2.301648e-01    1.081521e-02
     1.43300    2.198030e-01    9.309552e-03
     1.51500    2.050439e-01    7.730403e-03
     1.59700    2.000697e-01    6.612530e-03
     1.67900    1.968973e-01    6.055884e-03
     1.76100    1.909688e-01    5.454272e-03
     1.84300    1.851887e-01    4.882835e-03
     1.92500    1.808047e-01    4.376806e-03
     2.00700    1.792111e-01    3.965246e-03
     2.08900    1.774925e-01    3.581536e-03
     2.17100    1.790679e-01    3.296641e-03
     2.25300    1.843518e-01    3.080993e-03
     2.33500    1.842112e-01    2.775329e-03
     2.41700    1.801774e-01    2.427362e-03
     2.49900    1.811439e-01    2.162503e-03
     2.58100    1.787426e-01    1.874770e-03
     2.66300    1.762700e-01    1.775936e-03
     2.74500    1.720492e-01    1.714182e-03
     2.82700    1.680234e-01    1.656713e-03
     2.90900    1.689778e-01    1.647362e-03
     2.99100    1.657978e-01    1.599305e-03
     3.07300    1.644525e-01    1.571559e-03
     3.15500    1.631732e-01    1.546801e-03
     3.23700    1.608838e-01    1.516187e-03
     3.31900    1.596403e-01    1.499774e-03
     3.40100    1.571607e-01    1.473808e-03
     3.48300    1.537593e-01    1.441814e-03
     3.56500    1.492657e-01    1.418350e-03
     3.64700    1.443281e-01    1.396471e-03
     3.72900    1.403768e-01    1.383556e-03
     3.81100    1.363294e-01    1.369037e-03
     3.89300    1.352967e-01    1.383344e-03
     3.97500    1.290045e-01    1.342092e-03
     4.05700    1.182785e-01    1.249242e-03
     4.13900    1.152269e-01    1.236824e-03
     4.22100    1.132872e-01    1.238343e-03
     4.30300    1.105679e-01    1.231526e-03
     4.38500    1.085541e-01    1.230218e-03
     4.46700    1.082312e-01    1.247308e-03
     4.54900    1.067836e-01    1.231622e-03
     4.63100    1.048016e-01    1.197203e-03
     4.71300    1.060644e-01    1.198667e-03
     4.79500    1.049814e-01    1.172507e-03
     4.87700    1.031239e-01    1.139845e-03
     4.95900    1.016035e-01    1.112048e-03
     5.04100    1.002214e-01    1.087080e-03
     5.12300    1.008283e-01    1.083128e-03
     5.20500    9.938722e-02    1.057631e-03
     5.28700    9.855497e-02    1.040347e-03
     5.36900    9.882650e-02    1.034230e-03
     5.45100    9.804236e-02    1.019262e-03
     5.53300    9.824033e-02    1.013347e-03
     5.61500    9.851604e-02    1.009893e-03
     5.69700    9.661381e-02    9.856310e-04
     5.77900    9.655685e-02    9.807775e-04
     5.86100    9.677605e-02    9.786491e-04
     5.94300    9.554157e-02    9.647673e-04
     6.02500    9.512053e-02    9.639726e-04
     6.10700    9.427461e-02    9.702883e-04
     6.18900    9.514287e-02    9.961877e-04
     6.27100    9.359602e-02    9.968031e-04
     6.35300    9.357157e-02    1.011050e-03
     6.43500    9.237340e-02    1.014636e-03
     6.51700    9.123500e-02    1.018832e-03
     6.59900    9.217920e-02    1.046921e-03
     6.68100    9.027791e-02    1.044843e-03
